Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Bacelar Selmira,5656969,17,Portugal,Vrouw,650,Langeafstandslopers,11,1,14,171,66,10,1,9,8,2,1,2,3,6,Marathon,3h:07:32.81,620,7
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Vijfkamp Vrouwen - 100 meter horden,22.02 s,505,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Vijfkamp Vrouwen - Hoogspringen,0.41 m,268,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Vijfkamp Vrouwen - Kogelstoten,2.92 m,171,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Vijfkamp Vrouwen - Verspringen,1.81 m,348,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Vijfkamp Vrouwen - 800 meter,2:48.78,503,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - 100 meter horden,21.94 s,516,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - Hoogspringen,0.41 m,268,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - Kogelstoten,2.91 m,171,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - 200 meter,31.04 s,351,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - Verspringen,1.81 m,348,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - Speerwerpen,13.06 m,275,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp - 800 meter,2:49.36,493,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Vijfkamp Vrouwen,1795 p,359,8
Onbekend,Baiano Claudete,5626774,17,Brasil,Vrouw,410,Meerkampers,15,1,16,165,64,11,1,3,4,1,2,3,5,8,Zevenkamp,2422 p,346,8
Onbekend,Baird Natalie,5631695,15,Great Britain,Vrouw,530,Middenafstandslopers,19,1,18,153,49,14,3,5,4,3,3,1,7,7,800 meter,2:46.64,529,7
Onbekend,Baird Natalie,5631695,15,Great Britain,Vrouw,530,Middenafstandslopers,19,1,18,153,49,14,3,5,4,3,3,1,7,7,1.500 meter,5:32.68,531,7
Onbekend,Baird Natalie,5631695,15,Great Britain,Vrouw,530,Middenafstandslopers,19,1,18,153,49,14,3,5,4,3,3,1,7,7,3.000 meter steeplechase,17:53.77,560,7
Onbekend,Baley Marcos,5634465,27,Argentina,Man,1530,Werpers,12,1,15,197,103,15,3,1,1,2,1,6,10,6,Kogelstoten,6.52 m,0,7
Onbekend,Baley Marcos,5634465,27,Argentina,Man,1530,Werpers,12,1,15,197,103,15,3,1,1,2,1,6,10,6,Discuswerpen,22.67 m,0,7
Onbekend,Baley Marcos,5634465,27,Argentina,Man,1530,Werpers,12,1,15,197,103,15,3,1,1,2,1,6,10,6,Kogelslingeren,23.64 m,0,7
Onbekend,Baley Marcos,5634465,27,Argentina,Man,1530,Werpers,12,1,15,197,103,15,3,1,1,2,1,6,10,6,Speerwerpen,26.11 m,0,7
Onbekend,Ball Erika,5621547,15,United States,Vrouw,780,Langeafstandslopers,20,1,15,165,63,9,3,9,3,0,1,0,7,5,5.000 meter,20:39.49,563,7
Onbekend,Ball Erika,5621547,15,United States,Vrouw,780,Langeafstandslopers,20,1,15,165,63,9,3,9,3,0,1,0,7,5,10.000 meter,44:57.87,560,7
Onbekend,Ball Erika,5621547,15,United States,Vrouw,780,Langeafstandslopers,20,1,15,165,63,9,3,9,3,0,1,0,7,5,Marathon,3h:08:35.05,605,7
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Vijfkamp Vrouwen - 100 meter horden,21.50 s,576,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Vijfkamp Vrouwen - Hoogspringen,0.55 m,360,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Vijfkamp Vrouwen - Kogelstoten,3.37 m,198,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Vijfkamp Vrouwen - Verspringen,2.09 m,401,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Vijfkamp Vrouwen - 800 meter,2:50.43,474,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - 100 meter horden,21.55 s,569,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - Hoogspringen,0.55 m,360,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - Kogelstoten,3.32 m,195,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - 200 meter,30.85 s,371,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - Verspringen,2.09 m,401,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - Speerwerpen,14.75 m,311,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp - 800 meter,2:50.25,477,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Vijfkamp Vrouwen,2009 p,402,8
Onbekend,Baltuzzi Sandra,5657098,16,Italia,Vrouw,870,Meerkampers,14,1,14,165,60,7,3,1,1,9,2,1,8,6,Zevenkamp,2684 p,383,8
Verspringen,Banach Róża,5268025,27,Polska,Vrouw,3120,Springers,18,3,11,176,71,16,3,3,8,7,11,2,9,9,Hoogspringen,0.96 m,251,7
Verspringen,Banach Róża,5268025,27,Polska,Vrouw,3120,Springers,18,3,11,176,71,16,3,3,8,7,11,2,9,9,Polsstokhoogspringen,2.29 m,291,7
Verspringen,Banach Róża,5268025,27,Polska,Vrouw,3120,Springers,18,3,11,176,71,16,3,3,8,7,11,2,9,9,Verspringen,3.75 m,420,7
Verspringen,Banach Róża,5268025,27,Polska,Vrouw,3120,Springers,18,3,11,176,71,16,3,3,8,7,11,2,9,9,Hinkstapspringen,6.61 m,306,7
Onbekend,Baptista Patrícia,5551515,17,Portugal,Vrouw,480,Sprinters,20,2,20,184,86,8,0,1,8,3,1,3,4,5,100 meter,15.03 s,617,7
Onbekend,Baptista Patrícia,5551515,17,Portugal,Vrouw,480,Sprinters,20,2,20,184,86,8,0,1,8,3,1,3,4,5,200 meter,30.18 s,562,7
Onbekend,Baptista Patrícia,5551515,17,Portugal,Vrouw,480,Sprinters,20,2,20,184,86,8,0,1,8,3,1,3,4,5,400 meter,1:08.54,628,7
Onbekend,Baptista Patrícia,5551515,17,Portugal,Vrouw,480,Sprinters,20,2,20,184,86,8,0,1,8,3,1,3,4,5,100 meter horden,21.25 s,651,7
Onbekend,Baptista Patrícia,5551515,17,Portugal,Vrouw,480,Sprinters,20,2,20,184,86,8,0,1,8,3,1,3,4,5,400 meter horden,1:17.64,723,7
Onbekend,Barbara Aimee,5613367,17,Malta,Vrouw,1600,Langeafstandslopers,20,1,16,163,65,19,2,10,2,0,2,1,7,7,5.000 meter,20:47.60,545,7
Onbekend,Barbara Aimee,5613367,17,Malta,Vrouw,1600,Langeafstandslopers,20,1,16,163,65,19,2,10,2,0,2,1,7,7,10.000 meter,45:18.15,540,7
Onbekend,Barbara Aimee,5613367,17,Malta,Vrouw,1600,Langeafstandslopers,20,1,16,163,65,19,2,10,2,0,2,1,7,7,Marathon,3h:08:59.71,599,7
Onbekend,Barbot Claire,5654220,14,France,Vrouw,250,Langeafstandslopers,20,1,15,157,51,10,1,7,1,2,1,3,5,6,5.000 meter,21:43.35,423,7
Onbekend,Barbot Claire,5654220,14,France,Vrouw,250,Langeafstandslopers,20,1,15,157,51,10,1,7,1,2,1,3,5,6,10.000 meter,46:54.51,443,7
Onbekend,Barbot Claire,5654220,14,France,Vrouw,250,Langeafstandslopers,20,1,15,157,51,10,1,7,1,2,1,3,5,6,Marathon,3h:16:12.16,498,7
Onbekend,Bardají Vidal,5656787,15,España,Man,200,Springers,14,1,15,173,71,13,3,2,3,3,4,2,6,5,Hoogspringen,0.54 m,0,7
Onbekend,Bardají Vidal,5656787,15,España,Man,200,Springers,14,1,15,173,71,13,3,2,3,3,4,2,6,5,Polsstokhoogspringen,1.61 m,0,7
Onbekend,Bardají Vidal,5656787,15,España,Man,200,Springers,14,1,15,173,71,13,3,2,3,3,4,2,6,5,Verspringen,2.53 m,0,7
Onbekend,Bardají Vidal,5656787,15,España,Man,200,Springers,14,1,15,173,71,13,3,2,3,3,4,2,6,5,Hinkstapspringen,4.61 m,0,7
Onbekend,Barron Tyler,5587412,28,Great Britain,Man,1080,Middenafstandslopers,20,2,11,181,78,9,2,7,9,2,2,2,9,5,800 meter,2:23.81,694,7
Onbekend,Barron Tyler,5587412,28,Great Britain,Man,1080,Middenafstandslopers,20,2,11,181,78,9,2,7,9,2,2,2,9,5,1.500 meter,4:43.56,708,7
Onbekend,Barron Tyler,5587412,28,Great Britain,Man,1080,Middenafstandslopers,20,2,11,181,78,9,2,7,9,2,2,2,9,5,3.000 meter steeplechase,14:10.25,700,7
400 meter,Barsi Beáta,5070675,31,Magyarország,Vrouw,13750,Sprinters,20,12,18,179,65,20,15,1,13,0,0,0,11,11,100 meter,13.20 s,940,7
400 meter,Barsi Beáta,5070675,31,Magyarország,Vrouw,13750,Sprinters,20,12,18,179,65,20,15,1,13,0,0,0,11,11,200 meter,25.79 s,955,7
400 meter,Barsi Beáta,5070675,31,Magyarország,Vrouw,13750,Sprinters,20,12,18,179,65,20,15,1,13,0,0,0,11,11,400 meter,1:00.02,957,7
400 meter,Barsi Beáta,5070675,31,Magyarország,Vrouw,13750,Sprinters,20,12,18,179,65,20,15,1,13,0,0,0,11,11,100 meter horden,19.41 s,878,7
400 meter,Barsi Beáta,5070675,31,Magyarország,Vrouw,13750,Sprinters,20,12,18,179,65,20,15,1,13,0,0,0,11,11,400 meter horden,1:11.11,937,7
Onbekend,Bart Ursulla,5634942,17,France,Vrouw,1040,Sprinters,17,1,15,162,64,10,3,1,9,3,4,7,8,7,100 meter,14.86 s,647,7
Onbekend,Bart Ursulla,5634942,17,France,Vrouw,1040,Sprinters,17,1,15,162,64,10,3,1,9,3,4,7,8,7,200 meter,29.39 s,632,7
Onbekend,Bart Ursulla,5634942,17,France,Vrouw,1040,Sprinters,17,1,15,162,64,10,3,1,9,3,4,7,8,7,400 meter,1:07.83,656,7
Onbekend,Bart Ursulla,5634942,17,France,Vrouw,1040,Sprinters,17,1,15,162,64,10,3,1,9,3,4,7,8,7,100 meter horden,21.04 s,677,7
Onbekend,Bart Ursulla,5634942,17,France,Vrouw,1040,Sprinters,17,1,15,162,64,10,3,1,9,3,4,7,8,7,400 meter horden,1:17.36,732,7
Onbekend,Bartczak Konrad,5597913,16,Polska,Man,780,Langeafstandslopers,20,1,15,172,75,15,0,6,7,5,2,2,7,7,5.000 meter,17:44.36,539,7
Onbekend,Bartczak Konrad,5597913,16,Polska,Man,780,Langeafstandslopers,20,1,15,172,75,15,0,6,7,5,2,2,7,7,10.000 meter,40:57.12,536,7
Onbekend,Bartczak Konrad,5597913,16,Polska,Man,780,Langeafstandslopers,20,1,15,172,75,15,0,6,7,5,2,2,7,7,Marathon,2h:47:57.33,577,7
Onbekend,Bartoli Benjamin,5607267,17,France,Man,670,Middenafstandslopers,19,1,15,189,90,7,4,7,2,9,1,1,3,3,800 meter,2:30.88,568,7
Onbekend,Bartoli Benjamin,5607267,17,France,Man,670,Middenafstandslopers,19,1,15,189,90,7,4,7,2,9,1,1,3,3,1.500 meter,4:59.46,564,7
Onbekend,Bartoli Benjamin,5607267,17,France,Man,670,Middenafstandslopers,19,1,15,189,90,7,4,7,2,9,1,1,3,3,3.000 meter steeplechase,14:53.87,568,7
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Vijfkamp Mannen - Verspringen,2.86 m,447,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Vijfkamp Mannen - Speerwerpen,18.96 m,304,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Vijfkamp Mannen - 200 meter,27.57 s,591,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Vijfkamp Mannen - Discuswerpen,14.47 m,244,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Vijfkamp Mannen - 1500 meter,4:59.96,479,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - 100 meter,14.04 s,503,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - Verspringen,2.76 m,431,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - Kogelstoten,3.50 m,198,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - Hoogspringen,0.49 m,291,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - 400 meter,1:01.90,602,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - 110 meter horden,20.79 s,568,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - Discuswerpen,14.88 m,251,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - Polsstokhoogspringen,1.51 m,318,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - Speerwerpen,18.82 m,302,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp - 1500 meter,5:00.64,472,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Vijfkamp Mannen,2065 p,413,8
Onbekend,Bassi Matteo,5607464,18,Italia,Man,840,Meerkampers,13,1,11,169,72,8,3,2,10,3,3,3,5,6,Tienkamp,3936 p,394,8
Kogelslingeren,Baudin Angelica,5568169,18,Italia,Vrouw,1380,Werpers,20,2,15,162,60,19,4,1,2,3,1,8,6,8,Kogelstoten,5.53 m,0,7
Kogelslingeren,Baudin Angelica,5568169,18,Italia,Vrouw,1380,Werpers,20,2,15,162,60,19,4,1,2,3,1,8,6,8,Discuswerpen,21.58 m,0,7
Kogelslingeren,Baudin Angelica,5568169,18,Italia,Vrouw,1380,Werpers,20,2,15,162,60,19,4,1,2,3,1,8,6,8,Kogelslingeren,19.36 m,0,7
Kogelslingeren,Baudin Angelica,5568169,18,Italia,Vrouw,1380,Werpers,20,2,15,162,60,19,4,1,2,3,1,8,6,8,Speerwerpen,19.97 m,1,7
Onbekend,Bauwens Caro,5634126,16,België,Vrouw,1430,Sprinters,16,1,12,176,75,19,1,2,9,1,3,5,5,8,100 meter,15.00 s,622,7
Onbekend,Bauwens Caro,5634126,16,België,Vrouw,1430,Sprinters,16,1,12,176,75,19,1,2,9,1,3,5,5,8,200 meter,30.10 s,569,7
Onbekend,Bauwens Caro,5634126,16,België,Vrouw,1430,Sprinters,16,1,12,176,75,19,1,2,9,1,3,5,5,8,400 meter,1:08.06,647,7
Onbekend,Bauwens Caro,5634126,16,België,Vrouw,1430,Sprinters,16,1,12,176,75,19,1,2,9,1,3,5,5,8,100 meter horden,21.29 s,646,7
Onbekend,Bauwens Caro,5634126,16,België,Vrouw,1430,Sprinters,16,1,12,176,75,19,1,2,9,1,3,5,5,8,400 meter horden,1:18.50,695,7
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Vijfkamp Mannen - Verspringen,3.28 m,513,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Vijfkamp Mannen - Speerwerpen,27.43 m,440,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Vijfkamp Mannen - 200 meter,27.52 s,597,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Vijfkamp Mannen - Discuswerpen,21.44 m,361,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Vijfkamp Mannen - 1500 meter,4:52.67,553,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - 100 meter,13.66 s,584,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - Verspringen,3.33 m,520,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - Kogelstoten,5.26 m,297,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - Hoogspringen,0.68 m,404,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - 400 meter,1:00.70,658,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - 110 meter horden,20.49 s,610,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - Discuswerpen,20.70 m,349,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - Polsstokhoogspringen,2.01 m,424,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - Speerwerpen,27.26 m,438,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp - 1500 meter,4:54.86,531,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Vijfkamp Mannen,2464 p,493,8
Onbekend,Bednarčík Drahomír,5606686,17,Česká republika,Man,890,Meerkampers,20,1,16,178,80,13,2,3,8,4,3,5,6,9,Tienkamp,4815 p,482,8
1.500 meter,Bekkers Esther,5096164,30,Nederland,Vrouw,11160,Middenafstandslopers,20,9,15,164,56,18,0,14,10,0,1,4,14,10,800 meter,2:30.76,790,7
1.500 meter,Bekkers Esther,5096164,30,Nederland,Vrouw,11160,Middenafstandslopers,20,9,15,164,56,18,0,14,10,0,1,4,14,10,1.500 meter,4:45.20,921,7
1.500 meter,Bekkers Esther,5096164,30,Nederland,Vrouw,11160,Middenafstandslopers,20,9,15,164,56,18,0,14,10,0,1,4,14,10,3.000 meter steeplechase,15:45.46,883,7
1.500 meter,Bel Cyrielle,4529552,45,France,Vrouw,6170,Middenafstandslopers,11,16,12,184,79,20,0,6,6,0,0,0,4,2,800 meter,2:45.71,545,7
1.500 meter,Bel Cyrielle,4529552,45,France,Vrouw,6170,Middenafstandslopers,11,16,12,184,79,20,0,6,6,0,0,0,4,2,1.500 meter,5:21.40,624,7
1.500 meter,Bel Cyrielle,4529552,45,France,Vrouw,6170,Middenafstandslopers,11,16,12,184,79,20,0,6,6,0,0,0,4,2,3.000 meter steeplechase,17:27.76,625,7
Verspringen,Belalcazar Iago,4948153,35,Colombia,Man,8220,Springers,15,15,17,167,69,10,0,0,6,11,11,0,9,9,Hoogspringen,1.33 m,471,7
Verspringen,Belalcazar Iago,4948153,35,Colombia,Man,8220,Springers,15,15,17,167,69,10,0,0,6,11,11,0,9,9,Polsstokhoogspringen,3.89 m,547,7
Verspringen,Belalcazar Iago,4948153,35,Colombia,Man,8220,Springers,15,15,17,167,69,10,0,0,6,11,11,0,9,9,Verspringen,5.61 m,636,7
Verspringen,Belalcazar Iago,4948153,35,Colombia,Man,8220,Springers,15,15,17,167,69,10,0,0,6,11,11,0,9,9,Hinkstapspringen,10.66 m,545,7
Onbekend,Bellanger Faouzi,5593904,17,France,Man,730,Langeafstandslopers,20,1,15,188,93,18,2,0,3,6,1,2,5,7,5.000 meter,19:00.77,343,7
Onbekend,Bellanger Faouzi,5593904,17,France,Man,730,Langeafstandslopers,20,1,15,188,93,18,2,0,3,6,1,2,5,7,10.000 meter,44:17.08,314,7
Onbekend,Bellanger Faouzi,5593904,17,France,Man,730,Langeafstandslopers,20,1,15,188,93,18,2,0,3,6,1,2,5,7,Marathon,3h:01:43.47,357,7
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Vijfkamp Vrouwen - 100 meter horden,21.70 s,549,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Vijfkamp Vrouwen - Hoogspringen,0.42 m,275,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Vijfkamp Vrouwen - Kogelstoten,6.18 m,363,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Vijfkamp Vrouwen - Verspringen,1.76 m,338,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Vijfkamp Vrouwen - 800 meter,2:46.09,551,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - 100 meter horden,21.82 s,533,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - Hoogspringen,0.42 m,275,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - Kogelstoten,6.31 m,371,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - 200 meter,30.50 s,406,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - Verspringen,1.77 m,340,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - Speerwerpen,18.64 m,393,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp - 800 meter,2:47.14,533,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Vijfkamp Vrouwen,2076 p,415,8
Onbekend,Bembich Patrizia,5657507,17,Italia,Vrouw,1160,Meerkampers,16,1,15,163,61,11,10,9,3,4,3,3,3,4,Zevenkamp,2851 p,407,8
Onbekend,Berle Mats,5650870,16,Deutschland,Man,260,Middenafstandslopers,13,1,15,167,63,13,5,0,1,1,1,3,5,6,800 meter,2:35.74,481,7
Onbekend,Berle Mats,5650870,16,Deutschland,Man,260,Middenafstandslopers,13,1,15,167,63,13,5,0,1,1,1,3,5,6,1.500 meter,5:06.40,501,7
Onbekend,Berle Mats,5650870,16,Deutschland,Man,260,Middenafstandslopers,13,1,15,167,63,13,5,0,1,1,1,3,5,6,3.000 meter steeplechase,15:29.68,460,7
100 meter,Bernardo Ligaya,5216615,29,Pilipinas,Vrouw,35090,Sprinters,20,9,16,161,50,19,15,0,20,2,2,0,7,9,100 meter,12.82 s,1007,7
100 meter,Bernardo Ligaya,5216615,29,Pilipinas,Vrouw,35090,Sprinters,20,9,16,161,50,19,15,0,20,2,2,0,7,9,200 meter,26.27 s,912,7
100 meter,Bernardo Ligaya,5216615,29,Pilipinas,Vrouw,35090,Sprinters,20,9,16,161,50,19,15,0,20,2,2,0,7,9,400 meter,59.52 s,976,7
